TP,TC,PC,USERNAME,FILENAME,BIRTHYR,SEX,EDLEVEL,MATLANG,NAME,IDNO,TESTDAY,TESTL,REFTEXT,FEEDB,PROTNOTE,PERSNOTE,NLR,NLF,NLX,BLR,BLF,BLX,FORMLR,FORMLF,FORMLX,NAR,NAF,NAX,MIPR,MIPF,MIPX,OR1R,OR1F,OR1X,OR2R,OR2F,OR2X,OR3R,OR3F,OR3X,OR4R,OR4F,OR4X,OR5R,OR5F,OR5X,S2DR,S2DF,S2DX,S3DR,S3DF,S3DX,PSIF1M,PSIF1F,PBOK1M,PBOK1F,PFIG1M,PFIG1F,BLFRR,SKPSM,SKPSF,SKPBM,SKPBF,SKPFM,SKPFF,SKLJR,SKLJF,MINNAR,MINNAF,MINNAX,ASSR,OFR,OFF,DNLR,DNLF,DNLX,DNLT,DBLR,DBLF,DBLX,DBLT,DFORMLR,DFORMLF,DFORMLX,DFORMLT,DNAR,DNAF,DNAX,DMIPR,DMIPF,DMIPX,DORE1R,DORE1F,DORE1X,DOR1R,DOR1F,DOR1X,DOR2R,DOR2F,DOR2X,DOR3R,DOR3F,DOR3X,DOR4R,DOR4F,DOR4X,DOR5R,DOR5F,DOR5X,DS2DR,DS2DF,DS2DX,DS3DR,DS3DF,DS3DX,DPSIF1M,DPSIF1F,DPBOK1M,DPBOK1F,DPFIG1M,DPFIG1F,DBLFRR,DSKPS1M,DSKPS1F,DSKPS2M,DSKPS2F,DSKPB1M,DSKPB1F,DSKPB2M,DSKPB2F,DSKPF1M,DSKPF1F,DSKPF2M,DSKPF2F,DSKLOGAR,DSKLOGBR,DSKADRAR,DSKADRBR,DSKTIDAR,DSKTIDBR,TX01,DMINNAR,DMINNAF,DMINNAX,EYS01,EYS02,EYS03,EYS04,EYS05,EYS06,EYS07,EYS08,EYS09,EYS10,EYS11,EYS12,EYS13,EYS14,EYS15,EYS16,EYS17,EYS18,EYS19,EYS20,IDNL,IDBL,IDFORML,IDNA,IDMIP,IDOR1,IDOR13,IDOR45,IDS2D,IDS3D,IDPSIF1,IDPBOK1,IDPFIG1,IDBLFR,IDSK,IDMINNA,IEYS
SJO1624078,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\ZMZT902.ATSPF,1988.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,SJO1624078,,42514.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,0.0,36.0,,,,,,,,,41.0,6.0,36.0,8.0,1.0,1.0,,,,15.0,1.0,0.0,14.0,4.0,2.0,5.0,10.0,15.0,,,,,,,18.0,0.0,0.0,24.0,1.0,0.0,124.0,1.0,120.0,2.0,160.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416627187374384237854646512000000X,,,X4263132544188572785628465451224766657358318431700000000000000000000000000000000000150025002300470020001800600044003200370022009200240027004300290020005600380060004800210054003400440052005101510075007100340099002700220090047900720032021601180033003900690146003400280039000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012660400801296327650003800000000000000000000000000000000000000000000000000X,,X421543322314524400000000000000262412251441436222250000000000231126234632663665661666606641X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000100010000000000001000000000010000001010000000000000000000100100000000010100001000000101100000008888888888888888888888888888888888888888888888888888888888888888X,X422344321431211422223311300000X,X0101010101010110111101001100011101111110001100110101001110110111010010111011101111001110010110001011010111010111011000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101101010011010011101011011101110110100110111010011011011111010111101001010100011101101011001101000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111001011001101011101101111100101100100101111101110100111010100101110110011101110111100011100101100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1624077,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\LFIF690.ATSPF,1997.0,Kvinna,"1 Särskola, hjälpklass, ej avslutad grundskola",Annat,SJO1624077,,42508.0,nilfh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,15.0,4.0,11.0,5.0,14.0,0.0,4.0,26.0,,,,,,,,,,,,,155.0,2.0,79.0,4.0,98.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X461344336432144411162416341000232416651443466662624626666663156666664666666666666666666616X,,,,X0101010101010110111101011100011101111110001100110101001110110111010010011011101111001110010110001011010111010111011000011101010011110011111001101010100101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0001100011111010110101101010011010011101011011101110110101100111010011011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110010010100111110110100001010001101110100101010110100101111001011001101011101010111100101100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1624076,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\PLFQ809.ATSPF,1995.0,Man,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,SJO1624076,,42506.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,4.0,28.0,,,,,,,,,40.0,2.0,34.0,14.0,3.0,2.0,,,,14.0,4.0,0.0,17.0,4.0,0.0,10.0,7.0,1.0,,,,,,,8.0,6.0,3.0,14.0,0.0,0.0,93.0,2.0,75.0,2.0,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657282999999237854996700000000X,,,X4263172544188572788628465455224764467388310000000000000000000000000000000000000000210016002200880045001800230067001800190057006700430075004600550029006400420341007400370031003300500017002603550040019500280145002300170022010000460019018501860036006900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012860400801296327650003800047006903276501525001580006001040004000123000000X,,X421343122354523413000000000000232412152451414222242000000000135324551321133021000000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000100010000000009999999999999999000000000010000100000001100000000010000000000001999999999999999999999999999999990010001000000000001000000110000088888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431210000000000000000X,X0101010101010110111101011100011101111110001100110001001110110111010010011011101111001110010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010010101101010011010011101011011101110111100110111010011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101010100101110100100010011100101110000011001101010101101101100101100100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1624075,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\KXJM820.ATSPF,1997.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,SJO1624075,,42492.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,0.0,17.0,,,,,,,,,28.0,3.0,15.0,8.0,1.0,2.0,,,,17.0,4.0,0.0,14.0,3.0,4.0,11.0,4.0,10.0,,,,,,,12.0,4.0,0.0,13.0,0.0,0.0,100.0,2.0,75.0,2.0,89.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X672762535416657100000000000000000000000000X,,,X4261172544188772788628465452224000000000000000000000000000000000000000000000000000230036007101210076005001000033004300290070011400360028008100640023009601180107006600740160007901270098016804300130013401250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860401201296327650003800047000000000000000000000000000000000000000000000X,,X451343354314524413524000000000262416256441411461242000000000235326251636653453630066600000X,,X0010000000000000000000001000000000000000000000010000000001000000001000000000000000000000000000100000100000000000000000000010000000000001000000101000000010000000000101000000000000100000000100000010000000000001001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431200000000000000000X,X0001010101010110101101011100011101111110001100110101001110110111010010111011101111001110010110000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011010011101011011101110110100010111010011011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111010111100101110101101110000101010111100101111001011001101011101101111100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1614073,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\OZPT773.ATSPF,1986.0,Man,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,SJO1614073,,42458.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.0,20.0,,,,,,,,,28.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,0.0,15.0,2.0,0.0,90.0,0.0,85.0,6.0,85.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X288352845416157442370000000000000000000000X,,,X4263132444158774788428465452224566457755000000000000000000000000000000000000000000250035004600880022015000220190002100420040007200300078002300650083006200320040003501960153007800750054003901380053008400350069003301530022016600830034007501820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000000001001000000100000010000000100000000000100100000000100000000000000000101000010100000000000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X442342321431214420000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100111111010110101101010011010011101011011100110100100010111010011011101111000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100100010111100101111001011001101011101100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1614072,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\HDLT393.ATSPF,1994.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,SJO1614072,,42450.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,16.0,12.0,,,,,,,,,32.0,14.0,19.0,6.0,4.0,0.0,,,,6.0,3.0,0.0,7.0,8.0,4.0,4.0,6.0,4.0,,,,,,,13.0,3.0,0.0,10.0,3.0,1.0,130.0,4.0,100.0,2.0,114.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X992752999916997199999934999999999999999999X,,,X4461172544138772783628265457223166487321316431000000000000000000000000000000000000160015002600410038004000240139002900300026005500210024002501160031003600230049002900490022020000700108005300850040002900370054003700170080031700950111004501140019001901370134009600360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320004000023013860400801016001000003800000000000000000000000000000000000000000000000000X,,X421314324000000000000000000000212413633641434662500000000000135356162632610000000000000000X,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000000000000001001001000000010000000000100000000000100100000000100000000000000000101001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X923344321432210000000000000000X,X0101010101010110111101011100010101111110001100110101001110110111010010111011101111001110011110001001010110010111011000011111000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011100011011101110110100110111010011011011111010011101001010100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100011010110100101110101101110100101010111100001111010011001101001101101111100101100100101011101110000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1614071,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\TZYD475.ATSPF,1969.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Annat,SJO1614071,,42443.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,15.0,,,,,,,,,33.0,7.0,30.0,7.0,1.0,0.0,,,,12.0,6.0,2.0,17.0,8.0,0.0,4.0,12.0,1.0,,,,,,,5.0,4.0,0.0,4.0,3.0,0.0,100.0,2.0,78.0,2.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762830000000000000000000000000000000000X,,,X4463172554178572788628165452224764457355000000000000000000000000000000000000000000180022002300340027004200210141000500520023020100390037003200450051006500200027006900250029015400410027003002310045007200640337005600400031030100350051007802820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012860400801286000000000000000000000000000000000000000000000000000000000000X,,X421345322413543030520000000000232412151441434222222433400000432125131451531030000000000000X,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000000100000000000001000000000000000010010000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X423341400000000000000000000000X,X0101010101010110110101011100011101111110001100110101001110110111010010011011101111001110010110001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1614070,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\YCKF848.ATSPF,1986.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,SJO1614070,,42429.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,20.0,,,,,,,,,47.0,4.0,44.0,11.0,1.0,0.0,,,,12.0,0.0,0.0,7.0,5.0,3.0,7.0,2.0,6.0,,,,,,,15.0,1.0,0.0,13.0,0.0,0.0,124.0,1.0,76.0,2.0,80.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657187000000000000000000000000X,,,X4263172544188572788628465451224564427356318431787570000000000000000000000000000000200022002100660020003900190047001500310040014700250024001900400016002300450119002900250025005200410042006203440049001800250147001500200018024500420033003902520018002400580024001700270030004500230021017400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012860400801296001020003800047006900000000000000000000000000000000000000000X,,X421343322314000000000000000000232416211641156000000000000000635326236166633000000000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000000000000000101001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431200000000000000000X,X0101010101010110111101011100011101111110001100100101001110110111010010111011101111001110010110001011010111010111011000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100001110101101110100101010111100101101001011001101010101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1614069,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\ACFE732.ATSPF,1985.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Annat,SJO1614069,,42408.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,1.0,22.0,,,,,,,,,30.0,16.0,20.0,6.0,2.0,2.0,,,,7.0,5.0,2.0,7.0,12.0,1.0,3.0,15.0,1.0,,,,,,,10.0,5.0,0.0,9.0,1.0,0.0,115.0,5.0,91.0,4.0,86.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416997182371600000000000000000000X,,,X4261172644158772788228325487224666447735318331000000000000000000000000000000000000250022002300590030002700720184001500200065006200270080009200410022002900530168003100310046008300240040024100850023003201040154001900190064001700560031022700200022001902660030002100330000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860001401296327650003600000000000000000000000000000000000000000000000000X,,X431345124300540000000000000000212414315211434502250000000000455134535122515045100000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000000000010000100000000000101000010000000000001011000000000000001000000000001008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342221400000000000000000000X,X0101010101010110111001011100011001111110001100110101001110110111010010111011101111001110011110001001010011010111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101001010011010010101011011101110110100110111010011001011111010111101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100110110111100101110101101110100101010111100101111001011001001011101100111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SJO1614068,Jönköping,Dator 04,AR-enheten Jönköping,C:\Users\Public\Personer\LKBV585.ATSPF,1989.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Annat,SJO1614068,,42401.0,johak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,0.0,21.0,,,,,,,,,28.0,3.0,21.0,6.0,3.0,2.0,,,,22.0,8.0,0.0,21.0,7.0,2.0,19.0,10.0,1.0,,,,,,,2.0,7.0,0.0,5.0,2.0,0.0,124.0,1.0,100.0,3.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X286862835416647187370000000000000000000000X,,,X4263172544188573785628465452224000000000000000000000000000000000000000000000000000180020003701070017006800270051001400390036015600340105006901430031004401150234003600550072019900320053019803780072007202380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012863276501122001120003600047000000000000000000000000000000000000000000000X,,X423343324313524411524435555231232412151465411212241323455556325323253322233455235245114346X,,X0010000000000000000000001000000000000000100000000000000000001000001000000000000000000000100000000000010000000000000100000000000000100000001000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422344200000000000000000000000X,X0101010101010110111101011100010101111110001100110101001110110111010010111011101111001110010110001011010111010111011000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100001111010110101001010011010011101011011101110110100110111010011011011111010111101001010100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110010010100111110100110101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
