TP,TC,PC,USERNAME,FILENAME,BIRTHYR,SEX,EDLEVEL,MATLANG,NAME,TESTDAY,TESTL,REFTEXT,FEEDB,PROTNOTE,PERSNOTE,NLR,NLF,NLX,BLR,BLF,BLX,FORMLR,FORMLF,FORMLX,NAR,NAF,NAX,MIPR,MIPF,MIPX,OR1R,OR1F,OR1X,OR2R,OR2F,OR2X,OR3R,OR3F,OR3X,OR4R,OR4F,OR4X,OR5R,OR5F,OR5X,S2DR,S2DF,S2DX,S3DR,S3DF,S3DX,PSIF1M,PSIF1F,PBOK1M,PBOK1F,PFIG1M,PFIG1F,BLFRR,SKPSM,SKPSF,SKPBM,SKPBF,SKPFM,SKPFF,SKLJR,SKLJF,MINNAR,MINNAF,MINNAX,ASSR,OFR,OFF,DNLR,DNLF,DNLX,DNLT,DBLR,DBLF,DBLX,DBLT,DFORMLR,DFORMLF,DFORMLX,DFORMLT,DNAR,DNAF,DNAX,DMIPR,DMIPF,DMIPX,DORE1R,DORE1F,DORE1X,DOR1R,DOR1F,DOR1X,DOR2R,DOR2F,DOR2X,DOR3R,DOR3F,DOR3X,DOR4R,DOR4F,DOR4X,DOR5R,DOR5F,DOR5X,DS2DR,DS2DF,DS2DX,DS3DR,DS3DF,DS3DX,DPSIF1M,DPSIF1F,DPBOK1M,DPBOK1F,DPFIG1M,DPFIG1F,DBLFRR,DSKPS1M,DSKPS1F,DSKPS2M,DSKPS2F,DSKPB1M,DSKPB1F,DSKPB2M,DSKPB2F,DSKPF1M,DSKPF1F,DSKPF2M,DSKPF2F,DSKLOGAR,DSKLOGBR,DSKADRAR,DSKADRBR,DSKTIDAR,DSKTIDBR,TX01,DMINNAR,DMINNAF,DMINNAX,EYS01,EYS02,EYS03,EYS04,EYS05,EYS06,EYS07,EYS08,EYS09,EYS10,EYS11,EYS12,EYS13,EYS14,EYS15,EYS16,EYS17,EYS18,EYS19,EYS20,IDNL,IDBL,IDFORML,IDNA,IDMIP,IDOR1,IDOR13,IDOR45,IDS2D,IDS3D,IDPSIF1,IDPBOK1,IDPFIG1,IDBLFR,IDSK,IDMINNA,IEYS
SVA1625006,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\DFEC137.ATSPF,1977.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Annat,SVA1625006,42549.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X0101010101010110111101011100011101111110001100110111001110110111000010111011101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,,
SVA1625005,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\RBCE447.ATSPF,1994.0,Kvinna,Okänd,Annat,SVA1625005,42499.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,6.0,2.0,0.0,50.0,7.0,54.0,2.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000010000000000000000001000000000000000100000000000000010010000000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X414342320000000000000000000000X,X0101010101010110101001010100010000011110001100110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011010011101011111101110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1625004,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\FJWE189.ATSPF,1985.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,SVA1625004,42486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVA1625002,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\UNJT939.ATSPF,1988.0,Man,Okänd,Svenska/Danska/Norska,SVA1625002,42471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,0.0,23.0,,,,,,,,,22.0,22.0,11.0,3.0,6.0,0.0,,,,3.0,7.0,0.0,3.0,3.0,2.0,2.0,8.0,1.0,,,,,,,3.0,17.0,0.0,8.0,11.0,0.0,48.0,2.0,50.0,0.0,52.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282718647216631861350000000000000000000000X,,,X4261115142318574688318145436223466687346318400000000000000000000000000000000000000170045002600690044005000350093003400360059003500350046006400580060003300770085007101370069008801050073006601250050012300910018002200350097006200780128004101020071005001440085000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0001600007000320002000023011860400001008001000000000000000000000000000000000000000000000000000000000X,,X413413142200000000000000000000162411610000000000000000000000432421332610000000000000000000X,,X0000000000000100000000000000001000000100000000000000000001000000001000000000000000000000000000100000000000001000000000000010000000100000001000000000100010000000000001000010000000100000100000000010000000000001011000000000000000100000000001000010000000100000001100000010000000100001000000010110000000000100001010000100000088888888888888888888888888888888X,X444344221443334433200000000000X,X0101010101010110101101011100011101111010001100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111010110101101010101101010100101010111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1625001,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\DCIG146.ATSPF,1976.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,SVA1625001,42464.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,2.0,16.0,,,,,,,,,51.0,9.0,49.0,6.0,10.0,4.0,,,,27.0,3.0,0.0,19.0,3.0,1.0,25.0,4.0,1.0,,,,,,,7.0,8.0,0.0,4.0,4.0,0.0,55.0,3.0,50.0,1.0,60.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282763835116997199370000000000000000000000X,,,X4263172244188572788228465454224764427352318431787571786546480000000000000000000000150039003400760022002900340091004200170027006300380035004800660053003700320060003100250021002900310020002500670033002000180098002600260021010100370027002000590028003100340032003200420045009600550041003301110038006200480198003600640078013600000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023011910398701208001390003800042004100030032765001980006001040327653276532765X,,X421343322314524423524431525252232412252445111246252350000000335323251322233455235542424126X,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000100000000000000000100010000000001000000010000000000001000010000000000001100000000010000000000001011000000000000000000100100000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X444332120000000000000000000000X,X0101010101010110101101011100010101111110001100100100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011010011101011011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100001110101101110100101010111100101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1615006,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\QGYO763.ATSPF,1962.0,Kvinna,"1 Särskola, hjälpklass, ej avslutad grundskola",Annat,SVA1615006,42423.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,9.0,30.0,3.0,33.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X4463131343162524783728000000000000000000000000000000000000000000000000000000000000550096008901610062007300760147005002070260010701070245010501050108013602330168010202300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,,,X1010010011000110111101010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011011000010101101010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011010010110010010100000001101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1615005,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\AXLT526.ATSPF,1988.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,SVA1615005,42415.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,24.0,,,,,,,,,49.0,6.0,45.0,,,,,,,25.0,3.0,2.0,17.0,4.0,3.0,15.0,5.0,8.0,,,,,,,12.0,2.0,2.0,17.0,1.0,0.0,155.0,3.0,130.0,6.0,137.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657185379984230000000000000000X,,,X4263172545188572788228465471224764457357318431787572786000000000000000000000000000140015002400560014002600240029001500180024004200220019002200370016002400240091003200360075004000460027002301630024002600420162003900340026022600410020003701850027002200530057004000290045007900610028019501680027003701480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X421343322414524421524436525536232416252441416562122353000000335326236326533654625646516300X,,X0000000000000100000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010009999999999999999000100000000000100100000000100009999999999999999001000000000010000000100000000010000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342221431211422000000000000X,X0101010101010110111101011100010101111110001100110101001110110111010010111011101111001110010110001001010011010111011000011111010011110011111001101010100101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101001010011010001100011011101110110100110111010011101011111010111101001010100011111101011001101110011010010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111001011001101011101100111100101100100101101101110100111010100101110110011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1615004,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\TEEL048.ATSPF,1966.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,SVA1615004,42412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVA1615003,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\GWZV035.ATSPF,1971.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,SVA1615003,42409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVA1615002,AR Växjö,Dator 05,eekcaARVäxjö,C:\Users\eekcaspc\Documents\ATS5\Personer\ASOK168.ATSPF,1970.0,Kvinna,Okänd,Svenska/Danska/Norska,SVA1615002,42387.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,0.0,43.0,,,,,,,,,49.0,14.0,47.0,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,6.0,6.0,24.0,0.0,50.0,3.0,75.0,5.0,67.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282757617316631843151227422552541324724253X,,,X4267132544182574788728465455224566487351318431787572786345277370000000000000000001460033002200640035002300360068001800330033006900190035005000490019003700240035002500270024003000190019002200780017002500320054002000210019006100210026002301920020003100440027002000300033003100230027005901190021003300300031001800210041017500270040027600000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000000000010001000009999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999990000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X441424113243221343321123322231X,X0101010101010110101101011100010001111110001100110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010010101101010011010010101011010100110110100010111010011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100101110111100101110101101110100101010111100101111010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
